Player,Pos,DOB,Total Fights,GP,G,A,P,PIM,PIM/GP,TOI/GP,PIM/TOI%,Pen Drawn,Pen Taken,Net Pen,Pen Drawn/60,Pen Taken/60,Net Pen/60,Minor,Major,Match,Msct,G Msct,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,1st Season Corrected,HOF,GP,G,A,P
Marty McSorley,'D',5/18/63,226,961,108,251,359,"3,381",211,'--','--','--',933,'--','--','--','--',607,221,2,70,33,'R','D',5/18/63,Cayuga,'ON','CAN','CAN',74,235,NaN,NaN,NaN,19831984,1983.00,'N',961,108,251,359
Justin Johnson,'R',5/5/81,1,2,0,0,0,7,210,'6:29','54','1',2,'-1','4.63','9.25','-4.63',1,1,0,0,0,'R','R',5/5/81,Anchorage,'AK','USA','USA',73,220,NaN,NaN,NaN,20132014,2013.00,'N',2,0,0,0
Gavin Morgan,'C',7/9/76,3,6,0,0,0,21,210,'5:48','60.2','--',6,'--','--','--','--',3,3,0,0,0,'R','C',7/9/76,Scarborough,'ON','CAN','CAN',71,190,NaN,NaN,NaN,20032004,2003.00,'N',6,0,0,0
Jeff Paul,'D',3/1/78,1,2,0,0,0,7,210,'3:31','99.3','--',2,'--','--','--','--',1,1,0,0,0,'R','D',3/1/78,London,'ON','CAN','CAN',76,225,1996,2,42,20022003,2002.00,'N',2,0,0,0
Warren Rychel,'L',5/12/67,117,406,38,39,77,"1,422",210,'--','--','--',376,'--','--','--','--',216,122,0,22,16,'L','L',5/12/67,Tecumseh,'ON','CAN','CAN',72,205,NaN,NaN,NaN,19881989,1988.00,'N',406,38,39,77
Mike Hartman,'L',2/7/67,136,397,43,35,78,"1,388",209,'--','--','--',375,'--','--','--','--',208,140,0,23,4,'L','L',2/7/67,Detroit,'MI','USA','USA',72,190,1986,7,131,19861987,1986.00,'N',397,43,35,78
Kim Clackson,'D',2/13/55,30,106,0,8,8,370,209,'--','--','--',109,'--','--','--','--',72,30,1,1,5,'R','D',2/13/55,Saskatoon,'SK','CAN','CAN',71,195,1975,5,85,19791980,1979.00,'N',106,0,8,8
Darin Kimble,'R',11/22/68,92,311,23,20,43,"1,082",208,'--','--','--',258,'--','--','--','--',131,90,1,27,9,'R','R',11/22/68,Lucky Lake,'SK','CAN','CAN',74,205,1988,4,66,19881989,1988.00,'N',311,23,20,43
Daniel Dore,'R',4/9/70,4,17,2,3,5,59,208,'--','--','--',14,'--','--','--','--',7,5,0,0,2,'R','R',4/9/70,Saint-Jerome,'QC','CAN','CAN',75,202,1988,1,5,19891990,1989.00,'N',17,2,3,5
Neil Sheehy,'D',2/9/60,82,379,18,47,65,"1,316",208,'--','--','--',392,'--','--','--','--',279,76,0,34,3,'R','D',2/9/60,Fort Frances,'ON','CAN','USA',74,214,NaN,NaN,NaN,19831984,1983.00,'N',379,18,47,65
Ray Schultz,'D',11/14/76,15,45,0,4,4,155,206,'11:04','31.1','--',43,'--','--','--','--',25,15,0,3,0,'L','D',11/14/76,Red Deer,'AB','CAN','CAN',74,210,1995,8,184,19971998,1997.00,'N',45,0,4,4
Tie Domi,'R',11/1/69,270,1020,104,141,245,"3,515",206,'--','--','--',864,'--','--','--','--',470,273,0,95,26,'R','R',11/1/69,Windsor,'ON','CAN','CAN',70,213,1988,2,27,19891990,1989.00,'N',1020,104,141,245
Josh Gratton,'L',9/9/82,31,86,3,3,6,294,205,'6:15','54.6','--',71,'--','--','--','--',32,32,0,4,3,'L','L',9/9/82,Brantford,'ON','CAN','CAN',74,215,NaN,NaN,NaN,20052006,2005.00,'N',86,3,3,6
Alan May,'L',1/14/67,105,393,31,45,76,"1,348",205,'--','--','--',355,'--','--','--','--',209,106,0,31,9,'R','L',1/14/67,Barrhead,'AB','CAN','CAN',73,205,NaN,NaN,NaN,19871988,1987.00,'N',393,31,45,76
Greg Smyth,'D',4/23/66,55,229,4,16,20,783,205,'--','--','--',201,'--','--','--','--',119,55,1,13,13,'R','D',4/23/66,Oakville,'ON','CAN','CAN',75,212,1984,2,22,19861987,1986.00,'N',229,4,16,20
Dan Woodley,'R',12/29/67,1,5,2,0,2,17,204,'--','--','--',3,'--','--','--','--',1,1,0,1,0,'R','R',12/29/67,Oklahoma City,'OK','USA','USA',72,200,1986,1,7,19871988,1987.00,'N',5,2,0,2
Dennis Bonvie,'R',7/23/73,41,92,1,2,3,311,202,'--','--','--',62,'--','--','--','--',13,41,0,8,0,'R','R',7/23/73,Antigonish,'NS','CAN','CAN',71,221,NaN,NaN,NaN,19941995,1994.00,'N',92,1,2,3
Andre Deveaux,'C',2/23/84,12,31,0,2,2,104,201,'6:39','50.4','--',26,'--','--','--','--',12,12,1,1,0,'R','C',2/23/84,Freeport,'--','BHS','BHS',75,239,2002,6,182,20082009,2008.00,'N',31,0,2,2
Tyler Lewington,'D',12/5/94,7,12,1,2,3,40,200,'11:48','28.2','6',10,'-4','2.54','4.23','-1.69',5,4,0,1,0,'R','D',12/5/94,Edmonton,'AB','CAN','CAN',74,195,2013,7,204,20182019,2018.00,'N',12,1,2,3
Connor Mackey,'D',9/12/96,2,6,1,2,3,20,200,'14:09','23.5','4',7,'-3','2.82','4.94','-2.12',5,2,0,0,0,'L','D',9/12/96,Tower Lake,'IL','USA','USA',74,190,NaN,NaN,NaN,20202021,2020.00,'N',6,1,2,3
Barry Potomski,'L',11/24/72,20,68,6,5,11,227,200,'--','--','--',46,'--','--','--','--',16,21,0,6,3,'L','L',11/24/72,Windsor,'ON','CAN','CAN',74,205,NaN,NaN,NaN,19951996,1995.00,'N',68,6,5,11
Paul Baxter,'D',10/25/55,64,472,48,121,169,"1,564",198,'--','--','--',506,'--','--','--','--',392,74,0,36,4,'R','D',10/25/55,Winnipeg,'MB','CAN','CAN',71,200,1975,3,49,19791980,1979.00,'N',472,48,121,169
Scott Shaunessy,'R',1/22/64,3,7,0,0,0,23,197,'--','--','--',7,'--','--','--','--',4,3,0,0,0,'L','R',1/22/64,Newport,'RI','USA','USA',75,220,1983,10,192,19861987,1986.00,'N',7,0,0,0
Jeff Madill,'R',6/21/65,0,14,4,0,4,46,197,'--','--','--',15,'--','--','--','--',13,0,0,2,0,'L','R',6/21/65,Oshawa,'ON','CAN','CAN',71,195,NaN,NaN,NaN,19901991,1990.00,'N',14,4,0,4
Dennis Vial,'L',4/10/69,84,242,4,15,19,794,196,'--','--','--',216,'--','--','--','--',117,86,0,10,3,'L','L',4/10/69,Sault Ste. Marie,'ON','CAN','CAN',73,220,1988,6,110,19901991,1990.00,'N',242,4,15,19
Ed Kastelic,'R',1/29/64,60,220,11,10,21,719,196,'--','--','--',180,'--','--','--','--',97,61,0,10,12,'R','R',1/29/64,Toronto,'ON','CAN','SVN',76,215,1982,6,110,19851986,1985.00,'N',220,11,10,21
Shawn Antoski,'L',3/25/70,49,183,3,5,8,599,196,'--','--','--',149,'--','--','--','--',77,55,0,9,8,'L','L',3/25/70,Brantford,'ON','CAN','CAN',76,235,1990,1,18,19901991,1990.00,'N',183,3,5,8
Billy Tibbetts,'R',10/14/74,14,82,2,8,10,269,196,'9:29','34.6','--',68,'--','--','--','--',42,15,2,6,3,'R','R',10/14/74,Boston,'MA','USA','USA',74,215,NaN,NaN,NaN,20002001,2000.00,'N',82,2,8,10
Kevin Colley,'R',1/4/79,6,16,0,0,0,52,195,'4:44','68.6','--',13,'--','--','--','--',6,6,0,1,0,'R','R',1/4/79,New Haven,'CT','USA','USA',70,181,NaN,NaN,NaN,20052006,2005.00,'N',16,0,0,0
Kyle Freadrich,'L',12/28/78,8,23,0,1,1,75,195,'2:55','111.3','--',16,'--','--','--','--',5,9,0,1,1,'L','L',12/28/78,Edmonton,'AB','CAN','CAN',79,260,1997,3,64,19992000,1999.00,'N',23,0,1,1
Mark Kachowski,'L',2/20/65,19,64,6,5,11,209,195,'--','--','--',57,'--','--','--','--',32,21,0,2,2,'L','L',2/20/65,Edmonton,'AB','CAN','CAN',71,200,NaN,NaN,NaN,19871988,1987.00,'N',64,6,5,11
Geordie Kinnear,'D',7/9/73,1,4,0,0,0,13,195,'18:27','17.6','--',5,'--','--','--','--',4,1,0,0,0,'L','D',7/9/73,Simcoe,'ON','CAN','CAN',73,195,1992,7,162,19992000,1999.00,'N',4,0,0,0
Eric Germain,'D',6/26/66,1,4,0,1,1,13,195,'--','--','--',5,'--','--','--','--',4,1,0,0,0,'L','D',6/26/66,Quebec City,'QC','CAN','CAN',73,195,NaN,NaN,NaN,19871988,1987.00,'N',4,0,1,1
Ronnie Stern,'R',1/11/67,112,638,75,86,161,"2,077",195,'--','--','--',642,'--','--','--','--',464,127,0,26,25,'R','R',1/11/67,Ste-Agathe-des-Monts,'QC','CAN','CAN',72,200,1986,4,70,19871988,1987.00,'N',638,75,86,161
Tom Sestito,'L',9/28/87,51,154,10,11,21,499,194,'6:32','49.5','--',106,'--','--','--','--',42,45,0,15,4,'L','L',9/28/87,Rome,'NY','USA','USA',77,228,2006,3,85,20072008,2007.00,'N',154,10,11,21
David Koci,'L',5/12/81,44,142,3,1,4,461,194,'4:14','76.5','--',99,'--','--','--','--',38,45,0,11,5,'L','L',5/12/81,Prague,'--','CZE','CZE',78,238,2000,5,146,20062007,2006.00,'N',142,3,1,4
Jeffrey Viel,'L',1/28/97,11,38,3,2,5,123,194,'8:33','37.8','25',36,'-11','4.61','6.64','-2.03',24,9,0,3,0,'L','L',1/28/97,Rimouski,'QC','CAN','CAN',74,205,NaN,NaN,NaN,20202021,2020.00,'N',38,3,2,5
Matt Johnson,'L',11/23/75,127,473,23,20,43,"1,523",193,'--','--','--',419,'--','--','--','--',249,135,4,18,13,'L','L',11/23/75,Welland,'ON','CAN','CAN',77,235,1994,2,33,19941995,1994.00,'N',473,23,20,43
Ken Baumgartner,'L',3/11/66,186,696,13,41,54,"2,242",193,'--','--','--',605,'--','--','--','--',356,192,0,39,18,'L','L',3/11/66,Flin Flon,'MB','CAN','CAN',73,205,1985,12,245,19871988,1987.00,'N',696,13,41,54
Steve Rooney,'C',6/28/62,41,154,15,13,28,496,193,'--','--','--',114,'--','--','--','--',56,40,0,14,4,'L','C',6/28/62,Canton,'MA','USA','USA',70,185,1981,5,88,19841985,1984.00,'N',154,15,13,28
Steve Richmond,'D',12/11/59,34,159,4,23,27,514,193,'--','--','--',147,'--','--','--','--',100,34,0,8,5,'L','D',12/11/59,Chicago,'IL','USA','USA',73,205,NaN,NaN,NaN,19831984,1983.00,'N',159,4,23,27
Bob Halkidis,'D',3/5/66,46,256,8,32,40,825,193,'--','--','--',266,'--','--','--','--',200,47,0,8,11,'L','D',3/5/66,Toronto,'ON','CAN','CAN',71,200,1984,4,81,19851986,1985.00,'N',256,8,32,40
Paul Laus,'D',9/26/70,168,530,14,58,72,"1,702",192,'--','--','--',496,'--','--','--','--',301,170,1,21,3,'R','D',9/26/70,Beamsville,'ON','CAN','CAN',73,215,1989,2,37,19931994,1993.00,'N',530,14,58,72
Mario Larocque,'D',4/24/78,0,5,0,0,0,16,192,'12:33','25.5','--',8,'--','--','--','--',8,0,0,0,0,'L','D',4/24/78,Montreal,'QC','CAN','CAN',76,202,1996,1,16,19981999,1998.00,'N',5,0,0,0
Sasha Lakovic,'L',9/7/71,12,37,0,4,4,118,191,'--','--','--',29,'--','--','--','--',14,12,0,1,2,'L','L',9/7/71,Vancouver,'BC','CAN','CAN',72,205,NaN,NaN,NaN,19961997,1996.00,'N',37,0,4,4
Dale Purinton,'D',10/11/76,47,181,4,16,20,578,191,'11:37','27.5','--',161,'--','--','--','--',99,48,0,9,5,'L','D',10/11/76,Fort Wayne,'IN','USA','USA',75,228,1995,5,117,19992000,1999.00,'N',181,4,16,20
Dennis Polonich,'C',12/4/53,82,390,59,82,141,"1,242",191,'--','--','--',385,'--','--','--','--',272,88,0,15,10,'R','C',12/4/53,Foam Lake,'SK','CAN','CAN',66,166,1973,8,118,19741975,1974.00,'N',390,59,82,141
Paul Holmgren,'R',12/2/55,91,527,144,179,323,"1,684",191,'--','--','--',537,'--','--','--','--',407,88,5,16,21,'R','R',12/2/55,St. Paul,'MN','USA','USA',75,210,1975,6,108,19751976,1975.00,'N',527,144,179,323
Jim Agnew,'D',3/21/66,23,81,0,1,1,257,190,'--','--','--',75,'--','--','--','--',46,25,0,2,2,'L','D',3/21/66,Deloraine,'MB','CAN','CAN',73,190,1984,8,157,19861987,1986.00,'N',81,0,1,1
Dean Arsene,'D',7/20/80,4,13,0,0,0,41,189,'12:56','24.4','6',12,'-6','2.14','4.28','-2.14',8,3,0,1,0,'L','D',7/20/80,Murrayville,'BC','CAN','CAN',74,205,NaN,NaN,NaN,20092010,2009.00,'N',13,0,0,0
Jeff Harding,'R',4/6/69,1,15,0,0,0,47,188,'--','--','--',10,'--','--','--','--',6,1,0,1,2,'R','R',4/6/69,Toronto,'ON','CAN','CAN',75,220,1987,2,30,19881989,1988.00,'N',15,0,0,0
Zenon Konopka,'C',1/2/81,110,346,12,18,30,"1,082",187,'8:26','37.1','--',253,'--','--','--','--',110,114,0,25,4,'L','C',1/2/81,Niagara on the Lake,'ON','CAN','CAN',72,213,NaN,NaN,NaN,20052006,2005.00,'N',346,12,18,30
Mike Moher,'R',3/26/62,4,9,0,1,1,28,186,'--','--','--',8,'--','--','--','--',4,4,0,0,0,'R','R',3/26/62,Manitouwadge,'ON','CAN','CAN',70,174,1982,6,106,19821983,1982.00,'N',9,0,1,1
Joey Kocur,'R',12/21/64,211,820,80,82,162,"2,519",184,'--','--','--',725,'--','--','--','--',460,213,3,31,18,'R','R',12/21/64,Calgary,'AB','CAN','CAN',72,222,1983,5,88,19841985,1984.00,'N',820,80,82,162
Matthew Barnaby,'R',5/4/73,191,834,113,187,300,"2,562",184,'--','--','--',712,'--','--','--','--',446,198,1,48,19,'L','R',5/4/73,Ottawa,'ON','CAN','CAN',73,191,1992,4,83,19921993,1992.00,'N',834,113,187,300
Willi Plett,'R',6/7/55,173,834,222,215,437,"2,570",184,'--','--','--',849,'--','--','--','--',645,154,6,26,18,'R','R',6/7/55,Asuncion,'--','PRY','PRY',75,205,1975,5,80,19751976,1975.00,'N',834,222,215,437
Keith Hanson,'D',4/26/57,3,25,0,2,2,77,184,'--','--','--',21,'--','--','--','--',15,3,0,1,2,'R','D',4/26/57,Ada,'MN','USA','USA',77,215,1977,9,145,19831984,1983.00,'N',25,0,2,2
Jimmy Mann,'R',4/17/59,62,293,10,20,30,895,183,'--','--','--',192,'--','--','--','--',91,61,0,26,14,'R','R',4/17/59,Montreal,'QC','CAN','CAN',72,205,1979,1,19,19791980,1979.00,'N',293,10,20,30
Dave Marcinyshyn,'D',2/4/67,2,16,0,1,1,49,183,'--','--','--',12,'--','--','--','--',7,3,0,1,1,'L','D',2/4/67,Edmonton,'AB','CAN','CAN',75,210,NaN,NaN,NaN,19901991,1990.00,'N',16,0,1,1
Craig Coxe,'L',1/21/64,39,235,14,31,45,713,182,'--','--','--',168,'--','--','--','--',94,43,1,23,7,'L','L',1/21/64,Chula Vista,'CA','USA','USA',76,210,1982,4,66,19841985,1984.00,'N',235,14,31,45
Scott Campbell,'D',6/22/57,11,80,4,21,25,243,182,'--','--','--',81,'--','--','--','--',63,13,0,4,1,'L','D',6/22/57,Toronto,'ON','CAN','CAN',75,205,1977,1,9,19791980,1979.00,'N',80,4,21,25
Jamie Huscroft,'D',1/9/67,83,352,5,33,38,"1,065",181,'--','--','--',314,'--','--','--','--',205,87,0,16,6,'R','D',1/9/67,Creston,'BC','CAN','CAN',75,206,1985,9,171,19881989,1988.00,'N',352,5,33,38
Jim Korn,'D',7/28/57,70,597,66,122,188,"1,801",181,'--','--','--',499,'--','--','--','--',351,79,0,46,23,'L','D',7/28/57,Hopkins,'MN','USA','USA',76,220,1977,5,73,19791980,1979.00,'N',597,66,122,188
Kurtis Gabriel,'R',4/20/93,19,51,2,3,5,153,180,'6:49','44','20',39,'-19','3.45','6.73','-3.28',19,17,0,2,1,'R','R',4/20/93,Newmarket,'ON','CAN','CAN',78,212,2013,3,81,20152016,2015.00,'N',51,2,3,5
Jay Rosehill,'L',7/16/85,36,117,5,3,8,352,180,'5:35','53.8','64',88,'-24','5.86','8.06','-2.2',46,32,0,10,0,'L','L',7/16/85,Olds,'AB','CAN','CAN',75,215,2003,7,227,20092010,2009.00,'N',117,5,3,8
Francis Lessard,'R',5/30/79,32,115,1,3,4,346,180,'4:47','62.9','--',86,'--','--','--','--',43,34,0,4,5,'R','R',5/30/79,Montreal,'QC','CAN','CAN',74,235,1997,3,80,20012002,2001.00,'N',115,1,3,4
Shawn Cronin,'D',8/20/63,77,292,3,18,21,877,180,'--','--','--',271,'--','--','--','--',181,77,0,4,9,'L','D',8/20/63,Joliet,'IL','USA','USA',74,225,NaN,NaN,NaN,19881989,1988.00,'N',292,3,18,21
Jim Cummins,'R',5/15/70,126,511,24,36,60,"1,538",180,'--','--','--',388,'--','--','--','--',209,134,0,17,28,'R','R',5/15/70,Dearborn,'MI','USA','USA',74,210,1989,4,67,19911992,1991.00,'N',511,24,36,60
Kevin Maguire,'R',1/5/63,62,260,29,30,59,782,180,'--','--','--',216,'--','--','--','--',136,58,0,12,10,'R','R',1/5/63,Toronto,'ON','CAN','CAN',74,200,NaN,NaN,NaN,19861987,1986.00,'N',260,29,30,59
John Hughes,'D',3/18/54,15,70,2,14,16,211,180,'--','--','--',65,'--','--','--','--',46,15,0,2,2,'L','D',3/18/54,Charlottetown,'PE','CAN','CAN',71,200,1974,3,41,19791980,1979.00,'N',70,2,14,16
Mike Ware,'R',3/22/67,1,5,0,1,1,15,180,'--','--','--',6,'--','--','--','--',5,1,0,0,0,'R','R',3/22/67,York,'ON','CAN','CAN',77,216,1985,3,62,19881989,1988.00,'N',5,0,1,1
Nikos Tselios,'D',1/20/79,0,2,0,0,0,6,180,'13:12','22.7','--',3,'--','--','--','--',3,0,0,0,0,'L','D',1/20/79,Oak Park,'IL','USA','USA',77,226,1997,1,22,20012002,2001.00,'N',2,0,0,0
Ruslam Batyrshin,'D',2/19/75,0,2,0,0,0,6,180,'--','--','--',3,'--','--','--','--',3,0,0,0,0,'L','D',2/19/75,Moscow,'--','RUS','RUS',73,180,1993,4,79,19951996,1995.00,'N',2,0,0,0
